file_path,machine_id,condition,label,original_wav
data/processed\00_abnormal_00000041.npy,00,abnormal,1,data/raw\pump\id_00\abnormal\00000041.wav
data/processed\00_abnormal_00000042.npy,00,abnormal,1,data/raw\pump\id_00\abnormal\00000042.wav
data/processed\00_abnormal_00000043.npy,00,abnormal,1,data/raw\pump\id_00\abnormal\00000043.wav
data/processed\00_abnormal_00000044.npy,00,abnormal,1,data/raw\pump\id_00\abnormal\00000044.wav
data/processed\00_abnormal_00000045.npy,00,abnormal,1,data/raw\pump\id_00\abnormal\00000045.wav
data/processed\00_abnormal_00000046.npy,00,abnormal,1,data/raw\pump\id_00\abnormal\00000046.wav
data/processed\00_abnormal_00000047.npy,00,abnormal,1,data/raw\pump\id_00\abnormal\00000047.wav
data/processed\00_abnormal_00000048.npy,00,abnormal,1,data/raw\pump\id_00\abnormal\00000048.wav
data/processed\00_abnormal_00000049.npy,00,abnormal,1,data/raw\pump\id_00\abnormal\00000049.wav
data/processed\00_abnormal_00000050.npy,00,abnormal,1,data/raw\pump\id_00\abnormal\00000050.wav
data/processed\00_abnormal_00000051.npy,00,abnormal,1,data/raw\pump\id_00\abnormal\00000051.wav
data/processed\00_abnormal_00000052.npy,00,abnormal,1,data/raw\pump\id_00\abnormal\00000052.wav
data/processed\00_abnormal_00000053.npy,00,abnormal,1,data/raw\pump\id_00\abnormal\00000053.wav
data/processed\00_abnormal_00000054.npy,00,abnormal,1,data/raw\pump\id_00\abnormal\00000054.wav
data/processed\00_abnormal_00000055.npy,00,abnormal,1,data/raw\pump\id_00\abnormal\00000055.wav
data/processed\00_abnormal_00000056.npy,00,abnormal,1,data/raw\pump\id_00\abnormal\00000056.wav
data/processed\00_abnormal_00000057.npy,00,abnormal,1,data/raw\pump\id_00\abnormal\00000057.wav
data/processed\00_abnormal_00000058.npy,00,abnormal,1,data/raw\pump\id_00\abnormal\00000058.wav
data/processed\00_abnormal_00000059.npy,00,abnormal,1,data/raw\pump\id_00\abnormal\00000059.wav
data/processed\00_abnormal_00000060.npy,00,abnormal,1,data/raw\pump\id_00\abnormal\00000060.wav
data/processed\00_abnormal_00000061.npy,00,abnormal,1,data/raw\pump\id_00\abnormal\00000061.wav
data/processed\00_abnormal_00000062.npy,00,abnormal,1,data/raw\pump\id_00\abnormal\00000062.wav
data/processed\00_abnormal_00000063.npy,00,abnormal,1,data/raw\pump\id_00\abnormal\00000063.wav
data/processed\00_abnormal_00000064.npy,00,abnormal,1,data/raw\pump\id_00\abnormal\00000064.wav
data/processed\00_abnormal_00000065.npy,00,abnormal,1,data/raw\pump\id_00\abnormal\00000065.wav
data/processed\00_abnormal_00000066.npy,00,abnormal,1,data/raw\pump\id_00\abnormal\00000066.wav
data/processed\00_abnormal_00000067.npy,00,abnormal,1,data/raw\pump\id_00\abnormal\00000067.wav
data/processed\00_abnormal_00000068.npy,00,abnormal,1,data/raw\pump\id_00\abnormal\00000068.wav
data/processed\00_abnormal_00000069.npy,00,abnormal,1,data/raw\pump\id_00\abnormal\00000069.wav
data/processed\00_abnormal_00000070.npy,00,abnormal,1,data/raw\pump\id_00\abnormal\00000070.wav
data/processed\00_abnormal_00000071.npy,00,abnormal,1,data/raw\pump\id_00\abnormal\00000071.wav
data/processed\00_abnormal_00000072.npy,00,abnormal,1,data/raw\pump\id_00\abnormal\00000072.wav
data/processed\00_abnormal_00000073.npy,00,abnormal,1,data/raw\pump\id_00\abnormal\00000073.wav
data/processed\00_abnormal_00000074.npy,00,abnormal,1,data/raw\pump\id_00\abnormal\00000074.wav
data/processed\00_abnormal_00000075.npy,00,abnormal,1,data/raw\pump\id_00\abnormal\00000075.wav
data/processed\00_abnormal_00000076.npy,00,abnormal,1,data/raw\pump\id_00\abnormal\00000076.wav
data/processed\00_abnormal_00000077.npy,00,abnormal,1,data/raw\pump\id_00\abnormal\00000077.wav
data/processed\00_abnormal_00000078.npy,00,abnormal,1,data/raw\pump\id_00\abnormal\00000078.wav
data/processed\00_abnormal_00000079.npy,00,abnormal,1,data/raw\pump\id_00\abnormal\00000079.wav
data/processed\00_abnormal_00000080.npy,00,abnormal,1,data/raw\pump\id_00\abnormal\00000080.wav
data/processed\00_abnormal_00000081.npy,00,abnormal,1,data/raw\pump\id_00\abnormal\00000081.wav
data/processed\00_abnormal_00000082.npy,00,abnormal,1,data/raw\pump\id_00\abnormal\00000082.wav
data/processed\00_abnormal_00000083.npy,00,abnormal,1,data/raw\pump\id_00\abnormal\00000083.wav
data/processed\00_abnormal_00000084.npy,00,abnormal,1,data/raw\pump\id_00\abnormal\00000084.wav
data/processed\00_abnormal_00000085.npy,00,abnormal,1,data/raw\pump\id_00\abnormal\00000085.wav
data/processed\00_abnormal_00000086.npy,00,abnormal,1,data/raw\pump\id_00\abnormal\00000086.wav
data/processed\00_abnormal_00000087.npy,00,abnormal,1,data/raw\pump\id_00\abnormal\00000087.wav
data/processed\00_abnormal_00000088.npy,00,abnormal,1,data/raw\pump\id_00\abnormal\00000088.wav
data/processed\00_abnormal_00000089.npy,00,abnormal,1,data/raw\pump\id_00\abnormal\00000089.wav
data/processed\00_abnormal_00000090.npy,00,abnormal,1,data/raw\pump\id_00\abnormal\00000090.wav
data/processed\00_abnormal_00000091.npy,00,abnormal,1,data/raw\pump\id_00\abnormal\00000091.wav
data/processed\00_abnormal_00000092.npy,00,abnormal,1,data/raw\pump\id_00\abnormal\00000092.wav
data/processed\00_abnormal_00000093.npy,00,abnormal,1,data/raw\pump\id_00\abnormal\00000093.wav
data/processed\00_abnormal_00000094.npy,00,abnormal,1,data/raw\pump\id_00\abnormal\00000094.wav
data/processed\00_abnormal_00000095.npy,00,abnormal,1,data/raw\pump\id_00\abnormal\00000095.wav
data/processed\00_abnormal_00000096.npy,00,abnormal,1,data/raw\pump\id_00\abnormal\00000096.wav
data/processed\00_abnormal_00000097.npy,00,abnormal,1,data/raw\pump\id_00\abnormal\00000097.wav
data/processed\00_abnormal_00000098.npy,00,abnormal,1,data/raw\pump\id_00\abnormal\00000098.wav
data/processed\00_abnormal_00000099.npy,00,abnormal,1,data/raw\pump\id_00\abnormal\00000099.wav
data/processed\00_abnormal_00000100.npy,00,abnormal,1,data/raw\pump\id_00\abnormal\00000100.wav
data/processed\00_abnormal_00000101.npy,00,abnormal,1,data/raw\pump\id_00\abnormal\00000101.wav
data/processed\00_abnormal_00000102.npy,00,abnormal,1,data/raw\pump\id_00\abnormal\00000102.wav
data/processed\00_abnormal_00000103.npy,00,abnormal,1,data/raw\pump\id_00\abnormal\00000103.wav
data/processed\00_abnormal_00000104.npy,00,abnormal,1,data/raw\pump\id_00\abnormal\00000104.wav
data/processed\00_abnormal_00000105.npy,00,abnormal,1,data/raw\pump\id_00\abnormal\00000105.wav
data/processed\00_abnormal_00000106.npy,00,abnormal,1,data/raw\pump\id_00\abnormal\00000106.wav
data/processed\00_abnormal_00000107.npy,00,abnormal,1,data/raw\pump\id_00\abnormal\00000107.wav
data/processed\00_abnormal_00000108.npy,00,abnormal,1,data/raw\pump\id_00\abnormal\00000108.wav
data/processed\00_abnormal_00000109.npy,00,abnormal,1,data/raw\pump\id_00\abnormal\00000109.wav
data/processed\00_abnormal_00000110.npy,00,abnormal,1,data/raw\pump\id_00\abnormal\00000110.wav
data/processed\00_abnormal_00000111.npy,00,abnormal,1,data/raw\pump\id_00\abnormal\00000111.wav
data/processed\00_abnormal_00000112.npy,00,abnormal,1,data/raw\pump\id_00\abnormal\00000112.wav
data/processed\00_abnormal_00000113.npy,00,abnormal,1,data/raw\pump\id_00\abnormal\00000113.wav
data/processed\00_abnormal_00000114.npy,00,abnormal,1,data/raw\pump\id_00\abnormal\00000114.wav
data/processed\00_abnormal_00000115.npy,00,abnormal,1,data/raw\pump\id_00\abnormal\00000115.wav
data/processed\00_abnormal_00000116.npy,00,abnormal,1,data/raw\pump\id_00\abnormal\00000116.wav
data/processed\00_abnormal_00000117.npy,00,abnormal,1,data/raw\pump\id_00\abnormal\00000117.wav
data/processed\00_abnormal_00000118.npy,00,abnormal,1,data/raw\pump\id_00\abnormal\00000118.wav
data/processed\00_abnormal_00000119.npy,00,abnormal,1,data/raw\pump\id_00\abnormal\00000119.wav
data/processed\00_abnormal_00000120.npy,00,abnormal,1,data/raw\pump\id_00\abnormal\00000120.wav
data/processed\00_abnormal_00000121.npy,00,abnormal,1,data/raw\pump\id_00\abnormal\00000121.wav
data/processed\00_abnormal_00000122.npy,00,abnormal,1,data/raw\pump\id_00\abnormal\00000122.wav
data/processed\00_abnormal_00000123.npy,00,abnormal,1,data/raw\pump\id_00\abnormal\00000123.wav
data/processed\00_abnormal_00000124.npy,00,abnormal,1,data/raw\pump\id_00\abnormal\00000124.wav
data/processed\00_abnormal_00000125.npy,00,abnormal,1,data/raw\pump\id_00\abnormal\00000125.wav
data/processed\00_abnormal_00000126.npy,00,abnormal,1,data/raw\pump\id_00\abnormal\00000126.wav
data/processed\00_abnormal_00000127.npy,00,abnormal,1,data/raw\pump\id_00\abnormal\00000127.wav
data/processed\00_abnormal_00000128.npy,00,abnormal,1,data/raw\pump\id_00\abnormal\00000128.wav
data/processed\00_abnormal_00000129.npy,00,abnormal,1,data/raw\pump\id_00\abnormal\00000129.wav
data/processed\00_abnormal_00000130.npy,00,abnormal,1,data/raw\pump\id_00\abnormal\00000130.wav
data/processed\00_abnormal_00000131.npy,00,abnormal,1,data/raw\pump\id_00\abnormal\00000131.wav
data/processed\00_abnormal_00000132.npy,00,abnormal,1,data/raw\pump\id_00\abnormal\00000132.wav
data/processed\00_abnormal_00000133.npy,00,abnormal,1,data/raw\pump\id_00\abnormal\00000133.wav
data/processed\00_abnormal_00000134.npy,00,abnormal,1,data/raw\pump\id_00\abnormal\00000134.wav
data/processed\00_abnormal_00000135.npy,00,abnormal,1,data/raw\pump\id_00\abnormal\00000135.wav
data/processed\00_abnormal_00000136.npy,00,abnormal,1,data/raw\pump\id_00\abnormal\00000136.wav
data/processed\00_abnormal_00000137.npy,00,abnormal,1,data/raw\pump\id_00\abnormal\00000137.wav
data/processed\00_abnormal_00000138.npy,00,abnormal,1,data/raw\pump\id_00\abnormal\00000138.wav
data/processed\00_abnormal_00000139.npy,00,abnormal,1,data/raw\pump\id_00\abnormal\00000139.wav
data/processed\00_abnormal_00000140.npy,00,abnormal,1,data/raw\pump\id_00\abnormal\00000140.wav
data/processed\00_abnormal_00000141.npy,00,abnormal,1,data/raw\pump\id_00\abnormal\00000141.wav
data/processed\00_abnormal_00000142.npy,00,abnormal,1,data/raw\pump\id_00\abnormal\00000142.wav
data/processed\00_normal_00000000.npy,00,normal,0,data/raw\pump\id_00\normal\00000000.wav
data/processed\00_normal_00000001.npy,00,normal,0,data/raw\pump\id_00\normal\00000001.wav
data/processed\00_normal_00000002.npy,00,normal,0,data/raw\pump\id_00\normal\00000002.wav
data/processed\00_normal_00000003.npy,00,normal,0,data/raw\pump\id_00\normal\00000003.wav
data/processed\00_normal_00000004.npy,00,normal,0,data/raw\pump\id_00\normal\00000004.wav
data/processed\00_normal_00000005.npy,00,normal,0,data/raw\pump\id_00\normal\00000005.wav
data/processed\00_normal_00000006.npy,00,normal,0,data/raw\pump\id_00\normal\00000006.wav
data/processed\00_normal_00000007.npy,00,normal,0,data/raw\pump\id_00\normal\00000007.wav
data/processed\00_normal_00000008.npy,00,normal,0,data/raw\pump\id_00\normal\00000008.wav
data/processed\00_normal_00000009.npy,00,normal,0,data/raw\pump\id_00\normal\00000009.wav
data/processed\00_normal_00000010.npy,00,normal,0,data/raw\pump\id_00\normal\00000010.wav
data/processed\00_normal_00000011.npy,00,normal,0,data/raw\pump\id_00\normal\00000011.wav
data/processed\00_normal_00000012.npy,00,normal,0,data/raw\pump\id_00\normal\00000012.wav
data/processed\00_normal_00000013.npy,00,normal,0,data/raw\pump\id_00\normal\00000013.wav
data/processed\00_normal_00000014.npy,00,normal,0,data/raw\pump\id_00\normal\00000014.wav
data/processed\00_normal_00000015.npy,00,normal,0,data/raw\pump\id_00\normal\00000015.wav
data/processed\00_normal_00000016.npy,00,normal,0,data/raw\pump\id_00\normal\00000016.wav
data/processed\00_normal_00000017.npy,00,normal,0,data/raw\pump\id_00\normal\00000017.wav
data/processed\00_normal_00000018.npy,00,normal,0,data/raw\pump\id_00\normal\00000018.wav
data/processed\00_normal_00000019.npy,00,normal,0,data/raw\pump\id_00\normal\00000019.wav
data/processed\00_normal_00000020.npy,00,normal,0,data/raw\pump\id_00\normal\00000020.wav
data/processed\00_normal_00000021.npy,00,normal,0,data/raw\pump\id_00\normal\00000021.wav
data/processed\00_normal_00000022.npy,00,normal,0,data/raw\pump\id_00\normal\00000022.wav
data/processed\00_normal_00000023.npy,00,normal,0,data/raw\pump\id_00\normal\00000023.wav
data/processed\00_normal_00000024.npy,00,normal,0,data/raw\pump\id_00\normal\00000024.wav
data/processed\00_normal_00000025.npy,00,normal,0,data/raw\pump\id_00\normal\00000025.wav
data/processed\00_normal_00000026.npy,00,normal,0,data/raw\pump\id_00\normal\00000026.wav
data/processed\00_normal_00000027.npy,00,normal,0,data/raw\pump\id_00\normal\00000027.wav
data/processed\00_normal_00000028.npy,00,normal,0,data/raw\pump\id_00\normal\00000028.wav
data/processed\00_normal_00000029.npy,00,normal,0,data/raw\pump\id_00\normal\00000029.wav
data/processed\00_normal_00000030.npy,00,normal,0,data/raw\pump\id_00\normal\00000030.wav
data/processed\00_normal_00000031.npy,00,normal,0,data/raw\pump\id_00\normal\00000031.wav
data/processed\00_normal_00000032.npy,00,normal,0,data/raw\pump\id_00\normal\00000032.wav
data/processed\00_normal_00000033.npy,00,normal,0,data/raw\pump\id_00\normal\00000033.wav
data/processed\00_normal_00000034.npy,00,normal,0,data/raw\pump\id_00\normal\00000034.wav
data/processed\00_normal_00000035.npy,00,normal,0,data/raw\pump\id_00\normal\00000035.wav
data/processed\00_normal_00000036.npy,00,normal,0,data/raw\pump\id_00\normal\00000036.wav
data/processed\00_normal_00000037.npy,00,normal,0,data/raw\pump\id_00\normal\00000037.wav
data/processed\00_normal_00000038.npy,00,normal,0,data/raw\pump\id_00\normal\00000038.wav
data/processed\00_normal_00000039.npy,00,normal,0,data/raw\pump\id_00\normal\00000039.wav
data/processed\00_normal_00000040.npy,00,normal,0,data/raw\pump\id_00\normal\00000040.wav
data/processed\00_normal_00000041.npy,00,normal,0,data/raw\pump\id_00\normal\00000041.wav
data/processed\00_normal_00000042.npy,00,normal,0,data/raw\pump\id_00\normal\00000042.wav
data/processed\00_normal_00000043.npy,00,normal,0,data/raw\pump\id_00\normal\00000043.wav
data/processed\00_normal_00000044.npy,00,normal,0,data/raw\pump\id_00\normal\00000044.wav
data/processed\00_normal_00000045.npy,00,normal,0,data/raw\pump\id_00\normal\00000045.wav
data/processed\00_normal_00000046.npy,00,normal,0,data/raw\pump\id_00\normal\00000046.wav
data/processed\00_normal_00000047.npy,00,normal,0,data/raw\pump\id_00\normal\00000047.wav
data/processed\00_normal_00000048.npy,00,normal,0,data/raw\pump\id_00\normal\00000048.wav
data/processed\00_normal_00000049.npy,00,normal,0,data/raw\pump\id_00\normal\00000049.wav
data/processed\00_normal_00000050.npy,00,normal,0,data/raw\pump\id_00\normal\00000050.wav
data/processed\00_normal_00000051.npy,00,normal,0,data/raw\pump\id_00\normal\00000051.wav
data/processed\00_normal_00000052.npy,00,normal,0,data/raw\pump\id_00\normal\00000052.wav
data/processed\00_normal_00000053.npy,00,normal,0,data/raw\pump\id_00\normal\00000053.wav
data/processed\00_normal_00000054.npy,00,normal,0,data/raw\pump\id_00\normal\00000054.wav
data/processed\00_normal_00000055.npy,00,normal,0,data/raw\pump\id_00\normal\00000055.wav
data/processed\00_normal_00000056.npy,00,normal,0,data/raw\pump\id_00\normal\00000056.wav
data/processed\00_normal_00000057.npy,00,normal,0,data/raw\pump\id_00\normal\00000057.wav
data/processed\00_normal_00000058.npy,00,normal,0,data/raw\pump\id_00\normal\00000058.wav
data/processed\00_normal_00000059.npy,00,normal,0,data/raw\pump\id_00\normal\00000059.wav
data/processed\00_normal_00000060.npy,00,normal,0,data/raw\pump\id_00\normal\00000060.wav
data/processed\00_normal_00000061.npy,00,normal,0,data/raw\pump\id_00\normal\00000061.wav
data/processed\00_normal_00000062.npy,00,normal,0,data/raw\pump\id_00\normal\00000062.wav
data/processed\00_normal_00000063.npy,00,normal,0,data/raw\pump\id_00\normal\00000063.wav
data/processed\00_normal_00000064.npy,00,normal,0,data/raw\pump\id_00\normal\00000064.wav
data/processed\00_normal_00000065.npy,00,normal,0,data/raw\pump\id_00\normal\00000065.wav
data/processed\00_normal_00000066.npy,00,normal,0,data/raw\pump\id_00\normal\00000066.wav
data/processed\00_normal_00000067.npy,00,normal,0,data/raw\pump\id_00\normal\00000067.wav
data/processed\00_normal_00000068.npy,00,normal,0,data/raw\pump\id_00\normal\00000068.wav
data/processed\00_normal_00000069.npy,00,normal,0,data/raw\pump\id_00\normal\00000069.wav
data/processed\00_normal_00000070.npy,00,normal,0,data/raw\pump\id_00\normal\00000070.wav
data/processed\00_normal_00000071.npy,00,normal,0,data/raw\pump\id_00\normal\00000071.wav
data/processed\00_normal_00000072.npy,00,normal,0,data/raw\pump\id_00\normal\00000072.wav
data/processed\00_normal_00000073.npy,00,normal,0,data/raw\pump\id_00\normal\00000073.wav
data/processed\00_normal_00000074.npy,00,normal,0,data/raw\pump\id_00\normal\00000074.wav
data/processed\00_normal_00000075.npy,00,normal,0,data/raw\pump\id_00\normal\00000075.wav
data/processed\00_normal_00000076.npy,00,normal,0,data/raw\pump\id_00\normal\00000076.wav
data/processed\00_normal_00000077.npy,00,normal,0,data/raw\pump\id_00\normal\00000077.wav
data/processed\00_normal_00000078.npy,00,normal,0,data/raw\pump\id_00\normal\00000078.wav
data/processed\00_normal_00000079.npy,00,normal,0,data/raw\pump\id_00\normal\00000079.wav
data/processed\00_normal_00000080.npy,00,normal,0,data/raw\pump\id_00\normal\00000080.wav
data/processed\00_normal_00000081.npy,00,normal,0,data/raw\pump\id_00\normal\00000081.wav
data/processed\00_normal_00000082.npy,00,normal,0,data/raw\pump\id_00\normal\00000082.wav
data/processed\00_normal_00000083.npy,00,normal,0,data/raw\pump\id_00\normal\00000083.wav
data/processed\00_normal_00000084.npy,00,normal,0,data/raw\pump\id_00\normal\00000084.wav
data/processed\00_normal_00000085.npy,00,normal,0,data/raw\pump\id_00\normal\00000085.wav
data/processed\00_normal_00000086.npy,00,normal,0,data/raw\pump\id_00\normal\00000086.wav
data/processed\00_normal_00000087.npy,00,normal,0,data/raw\pump\id_00\normal\00000087.wav
data/processed\00_normal_00000088.npy,00,normal,0,data/raw\pump\id_00\normal\00000088.wav
data/processed\00_normal_00000089.npy,00,normal,0,data/raw\pump\id_00\normal\00000089.wav
data/processed\00_normal_00000090.npy,00,normal,0,data/raw\pump\id_00\normal\00000090.wav
data/processed\00_normal_00000091.npy,00,normal,0,data/raw\pump\id_00\normal\00000091.wav
data/processed\00_normal_00000092.npy,00,normal,0,data/raw\pump\id_00\normal\00000092.wav
data/processed\00_normal_00000093.npy,00,normal,0,data/raw\pump\id_00\normal\00000093.wav
data/processed\00_normal_00000094.npy,00,normal,0,data/raw\pump\id_00\normal\00000094.wav
data/processed\00_normal_00000095.npy,00,normal,0,data/raw\pump\id_00\normal\00000095.wav
data/processed\00_normal_00000096.npy,00,normal,0,data/raw\pump\id_00\normal\00000096.wav
data/processed\00_normal_00000097.npy,00,normal,0,data/raw\pump\id_00\normal\00000097.wav
data/processed\00_normal_00000098.npy,00,normal,0,data/raw\pump\id_00\normal\00000098.wav
data/processed\00_normal_00000099.npy,00,normal,0,data/raw\pump\id_00\normal\00000099.wav
data/processed\00_normal_00000100.npy,00,normal,0,data/raw\pump\id_00\normal\00000100.wav
data/processed\00_normal_00000101.npy,00,normal,0,data/raw\pump\id_00\normal\00000101.wav
data/processed\00_normal_00000102.npy,00,normal,0,data/raw\pump\id_00\normal\00000102.wav
data/processed\00_normal_00000103.npy,00,normal,0,data/raw\pump\id_00\normal\00000103.wav
data/processed\00_normal_00000104.npy,00,normal,0,data/raw\pump\id_00\normal\00000104.wav
data/processed\00_normal_00000105.npy,00,normal,0,data/raw\pump\id_00\normal\00000105.wav
data/processed\00_normal_00000106.npy,00,normal,0,data/raw\pump\id_00\normal\00000106.wav
data/processed\00_normal_00000107.npy,00,normal,0,data/raw\pump\id_00\normal\00000107.wav
data/processed\00_normal_00000108.npy,00,normal,0,data/raw\pump\id_00\normal\00000108.wav
data/processed\00_normal_00000109.npy,00,normal,0,data/raw\pump\id_00\normal\00000109.wav
data/processed\00_normal_00000110.npy,00,normal,0,data/raw\pump\id_00\normal\00000110.wav
data/processed\00_normal_00000111.npy,00,normal,0,data/raw\pump\id_00\normal\00000111.wav
data/processed\00_normal_00000112.npy,00,normal,0,data/raw\pump\id_00\normal\00000112.wav
data/processed\00_normal_00000113.npy,00,normal,0,data/raw\pump\id_00\normal\00000113.wav
data/processed\00_normal_00000114.npy,00,normal,0,data/raw\pump\id_00\normal\00000114.wav
data/processed\00_normal_00000115.npy,00,normal,0,data/raw\pump\id_00\normal\00000115.wav
data/processed\00_normal_00000116.npy,00,normal,0,data/raw\pump\id_00\normal\00000116.wav
data/processed\00_normal_00000117.npy,00,normal,0,data/raw\pump\id_00\normal\00000117.wav
data/processed\00_normal_00000118.npy,00,normal,0,data/raw\pump\id_00\normal\00000118.wav
data/processed\00_normal_00000119.npy,00,normal,0,data/raw\pump\id_00\normal\00000119.wav
data/processed\00_normal_00000120.npy,00,normal,0,data/raw\pump\id_00\normal\00000120.wav
data/processed\00_normal_00000121.npy,00,normal,0,data/raw\pump\id_00\normal\00000121.wav
data/processed\00_normal_00000122.npy,00,normal,0,data/raw\pump\id_00\normal\00000122.wav
data/processed\00_normal_00000123.npy,00,normal,0,data/raw\pump\id_00\normal\00000123.wav
data/processed\00_normal_00000124.npy,00,normal,0,data/raw\pump\id_00\normal\00000124.wav
data/processed\00_normal_00000125.npy,00,normal,0,data/raw\pump\id_00\normal\00000125.wav
data/processed\00_normal_00000126.npy,00,normal,0,data/raw\pump\id_00\normal\00000126.wav
data/processed\00_normal_00000127.npy,00,normal,0,data/raw\pump\id_00\normal\00000127.wav
data/processed\00_normal_00000128.npy,00,normal,0,data/raw\pump\id_00\normal\00000128.wav
data/processed\00_normal_00000129.npy,00,normal,0,data/raw\pump\id_00\normal\00000129.wav
data/processed\00_normal_00000130.npy,00,normal,0,data/raw\pump\id_00\normal\00000130.wav
data/processed\00_normal_00000131.npy,00,normal,0,data/raw\pump\id_00\normal\00000131.wav
data/processed\00_normal_00000132.npy,00,normal,0,data/raw\pump\id_00\normal\00000132.wav
data/processed\00_normal_00000133.npy,00,normal,0,data/raw\pump\id_00\normal\00000133.wav
data/processed\00_normal_00000134.npy,00,normal,0,data/raw\pump\id_00\normal\00000134.wav
data/processed\00_normal_00000135.npy,00,normal,0,data/raw\pump\id_00\normal\00000135.wav
data/processed\00_normal_00000136.npy,00,normal,0,data/raw\pump\id_00\normal\00000136.wav
data/processed\00_normal_00000137.npy,00,normal,0,data/raw\pump\id_00\normal\00000137.wav
data/processed\00_normal_00000138.npy,00,normal,0,data/raw\pump\id_00\normal\00000138.wav
data/processed\00_normal_00000139.npy,00,normal,0,data/raw\pump\id_00\normal\00000139.wav
data/processed\00_normal_00000140.npy,00,normal,0,data/raw\pump\id_00\normal\00000140.wav
